policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,rms_cte,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,case_id,scenario,stratum,supervisor,behaviour
model,crossing,9.314565232180996,0.6521833898558921,268.977941256137,starboard,,True,collision:target,True,True,19,-295.8171962053156,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5179392964983618,0.6429588194732323,1.482847108178663,0.8094866484050078,0,,False,never,0,0.0,False,0.0,tier_b,B-03-12,72,basin,on,cv
model,crossing,9.335227303646349,1.9554168095833968,75.85050993155522,port,,True,goal,False,False,80,9.149551810070337,-3.119645949451737,7,0,0,0,1,0.5629444839434301,0.0,0.0,0.0,0.074015723095946,0.5162591082220278,0.7324956540808285,3.220679317953092,2.334854453435982,0,,False,crossing,10,1.0,True,0.0,tier_b,B-03-13,73,basin,on,cv
model,crossing,9.210022881938844,0.0057111335262258,281.6063487279274,starboard,,False,collision:target,True,True,28,-367.27003139745705,-40.09582622773423,15,0,0,0,14,4.69035118224203,0.0,0.0,0.0,3.7507973056969286,0.3517203880860026,0.5499707264570342,1.5600058107303585,0.3075209202527411,0,,False,crossing,21,0.0,False,0.0,tier_b,B-03-14,74,basin,on,cv
model,crossing,9.201092418652424,0.2107579181403868,68.87657035594039,port,,False,collision:target,True,True,17,-335.5346631288681,-32.00571447739457,7,1,0,0,9,1.9358051851098868,0.8686755210547805,0.0,0.0,4.027452218195437,0.4939413953464393,0.6085296955238376,1.320762987436388,0.246798270912,0,,False,crossing,12,1.0,True,0.0,tier_b,B-03-15,75,basin,on,cv
model,crossing,9.237973158896006,2.22153400131721,73.65372992762265,port,,True,goal,False,False,77,-126.53494083254222,-8.131300030682084,6,0,0,0,2,1.463428156938914,0.0,0.0,0.0,0.1971845897409907,0.5421116857291692,0.8579183350501864,3.3612901031731117,1.904289906809285,0,,False,crossing,11,1.0,True,0.0,tier_b,B-03-16,76,basin,on,cv
model,crossing,9.22158192110366,0.1358321528349695,277.27515777197266,starboard,,True,collision:target,True,True,28,-356.5941983873001,-24.9581265382274,10,0,0,0,9,3.2267609398663626,0.0,0.0,0.0,1.9968133079753123,0.3538955413936691,0.5469538805778377,1.4585601732192195,0.2896467106449121,0,,False,crossing,24,0.0,False,0.0,tier_b,B-03-17,77,basin,on,cv
model,crossing,9.237563948226011,1.2098525599380203,199.80318687283807,starboard,,True,goal,False,False,62,54.04555405310514,-40.12756871935469,11,6,0,0,6,7.419916854413478,0.0240084396968279,0.0,0.0,0.7289196696685943,0.6338280814930269,0.7695925713162416,2.4718290321109087,1.771209113195295,0,,False,crossing,14,0.0,False,0.0,tier_b,B-03-18,78,basin,on,cv
model,crossing,9.266883250942996,0.53724528402496,124.07276332236594,port,,True,collision:target,True,True,17,-304.27400898833656,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4237826584501321,0.5483517620668745,1.3659446505697093,0.1251664747859546,0,,False,never,0,0.0,False,0.0,tier_b,B-03-19,79,basin,on,cv
model,crossing,9.204718687799774,0.7792305127844068,86.02031430015951,port,,True,goal,False,False,80,-61.594456774699765,-2.621741656907924,0,0,0,0,4,0.0,0.0,0.0,0.0,0.5826092570906499,0.5305091669797621,0.8264688699788538,2.492960539700993,2.362442326534983,0,,False,crossing,18,1.0,True,0.0,tier_b,B-04-00,80,basin,on,re
model,crossing,9.470886766165224,1.2637917724747307,95.74456904742506,port,,True,goal,False,False,76,40.0410070812258,-12.530201653944424,8,0,0,0,5,1.812921481576189,0.0,0.0,0.0,0.7902756266982865,0.5381916530803568,0.8778341508327396,2.4712903296604987,1.3506081332455273,0,,False,crossing,17,1.0,True,0.0,tier_b,B-04-01,81,basin,on,re
model,crossing,9.243634658067052,0.0115621156995146,136.01355255317026,port,,True,collision:target,True,True,17,-327.1532587854102,-23.621538400023653,7,4,0,0,9,1.4320868892825438,0.4774989366867546,0.0,0.0,3.1486863469945843,0.4234459333718999,0.5452784339245311,1.6318213564937425,0.0790455724542159,0,,False,crossing,15,1.0,True,0.0,tier_b,B-04-02,82,basin,on,re
model,crossing,9.329433801063674,0.8176006137484946,130.0610229832874,port,,False,collision:target,True,True,17,-339.7526620151873,-39.40275819672035,10,2,0,0,3,7.11728330167041,0.1684856767894372,0.0,0.0,0.7418226118542462,0.4524127057440584,0.5822969934611114,1.792358797232402,0.2373693122418286,0,,False,crossing,14,1.0,True,0.0,tier_b,B-04-03,83,basin,on,re
model,crossing,9.200232254515456,0.229795866767434,222.67033261256643,starboard,,True,collision:target,True,True,18,-325.5107232825025,-27.31376262487943,10,9,0,0,2,4.441328857006831,0.8316751797231736,0.0,0.0,0.2694205873479797,0.4765559174731508,0.6276084737660518,1.8489929806985057,0.3998590651236154,0,,False,crossing,15,0.0,False,0.0,tier_b,B-04-04,84,basin,on,re
model,crossing,9.356387110289646,2.269274861684816,191.85943145848017,starboard,,True,goal,False,False,64,127.2380960956922,-11.949504117249456,10,0,0,0,0,2.414041235807971,0.0,0.0,0.0,0.0,0.606741054527875,0.7460541242011044,3.184657755464413,0.8260855625001514,0,,False,crossing,16,0.0,False,0.0,tier_b,B-04-05,85,basin,on,re
model,crossing,9.200369012852647,1.7907390951500732,266.9991911382316,starboard,,True,goal,False,False,92,-36.6344798569275,-21.94336399994156,11,0,0,0,4,3.87106203144782,0.0,0.0,0.0,0.6181348765055212,0.4921809253172963,0.7831187482008488,2.907563927917491,2.0384973151333,0,,False,crossing,23,0.0,False,0.0,tier_b,B-04-06,86,basin,on,re
model,crossing,9.268554645857137,0.0383645135928822,270.853364719973,starboard,,False,collision:target,True,True,15,-331.3233859827008,-25.49781401277369,8,1,0,0,7,2.853748363174225,0.6077453476150518,0.0,0.0,1.8585378098592844,0.4221747327671853,0.5571856395183216,1.3369424851552256,0.1680976169375344,0,,False,crossing,13,0.0,False,0.0,tier_b,B-04-07,87,basin,on,re
model,crossing,9.25238181258938,0.567675215689496,198.7491131814405,starboard,,False,goal,False,False,55,45.86203100256189,-43.55631288090767,13,11,0,0,6,7.055317966285921,0.3988782664048906,0.0,0.0,1.4795647842418114,0.711056578470889,0.8778911606361172,1.973124057515168,1.418339137067391,0,,False,crossing,14,0.0,False,0.0,tier_b,B-04-08,88,basin,on,re
model,crossing,9.309577280028208,1.411625274959324,73.04756165662562,port,,True,goal,False,False,72,78.9177735191268,-0.8210238934153358,2,0,0,0,1,0.0434889675998241,0.0,0.0,0.0,0.1346118897324903,0.5665681242803768,0.727738695731989,3.961772809124516,1.7916440740099415,0,,False,crossing,18,0.8888888888888888,True,0.0,tier_b,B-04-09,89,basin,on,re
model,crossing,9.203033357494174,0.2415270902636671,217.21425503362173,starboard,,True,collision:target,True,True,18,-353.9684064585179,-52.697411897330255,11,6,0,0,11,6.478111130635255,0.8785316732571159,0.0,0.0,3.6182288929028936,0.4555319784059921,0.598914499431157,1.7870722011608111,0.4850562111251564,0,,False,crossing,15,0.0,False,0.0,tier_b,B-04-10,90,basin,on,re
model,crossing,9.234731276653031,1.605051391748081,72.44378390693646,port,,True,goal,False,False,70,54.90509852446617,-0.429019637554131,3,0,0,0,1,0.0441651465703132,0.0,0.0,0.0,0.0467560360069067,0.5784621341175692,0.8455200992387496,3.662516053747926,2.1789452464425816,0,,False,crossing,17,1.0,True,0.0,tier_b,B-04-11,91,basin,on,re
model,crossing,9.200004532647997,0.6368414973256759,87.17022061930312,port,,True,goal,False,False,67,71.5468866669773,-0.8398423554527564,0,0,0,0,1,0.0,0.0,0.0,0.0,0.186631634545057,0.6067414900437187,0.800277623495771,2.9959550214496016,2.237990397133339,0,,False,crossing,18,1.0,True,0.0,tier_b,B-04-12,92,basin,on,re
model,crossing,9.254517564116696,1.732614541775389,149.68982183769972,port,,True,collision:target,True,True,19,-307.7097423122213,-1.6132686820782314,0,0,0,0,2,0.0,0.0,0.0,0.0,0.3585041515729403,0.4298887238956801,0.6504074103484099,1.9047041624906336,0.6154617077213264,0,,False,crossing,17,1.0,True,0.0,tier_b,B-04-13,93,basin,on,re
model,crossing,9.200468191333483,0.5432402369499534,132.71244073314776,port,,True,goal,False,False,66,87.83287886665691,-1.4130236555635816,1,0,0,0,1,0.0421073475346511,0.0,0.0,0.0,0.2676871745037907,0.5889254139376681,0.7864386223850709,2.1802955787172427,1.3422030627780377,0,,False,crossing,16,1.0,True,0.0,tier_b,B-04-14,94,basin,on,re
model,crossing,9.37951772870855,1.4092468911533416,137.2759195130861,port,,False,collision:target,True,True,18,-323.8624236826876,-24.287462580847453,7,5,0,0,3,3.625382493398946,0.84318118993238,0.0,0.0,0.4817938551905312,0.4622246290625277,0.6060783982832828,1.3395031251663243,0.3090897611137751,0,,False,crossing,16,1.0,True,0.0,tier_b,B-04-15,95,basin,on,re
model,crossing,9.22856688450767,0.4325946293831956,132.88993822994345,port,,True,collision:target,True,True,15,-320.0423657771346,-15.972387258625352,5,0,0,0,3,2.2711801190932537,0.0,0.0,0.0,1.0511212598030548,0.4500927671511414,0.5503544216268561,1.436201348237413,0.074830594755173,0,,False,crossing,7,1.0,True,0.0,tier_b,B-04-16,96,basin,on,re
model,crossing,9.261168358149533,0.3800792392697646,130.2918487988835,port,,True,goal,False,False,67,82.96829367559742,-2.5997628159593846,1,0,0,0,1,0.3161330628292447,0.0,0.0,0.0,0.2299787011010273,0.5983818871756412,0.8390414580811006,2.1095162036319404,1.924222690567014,0,,False,crossing,16,1.0,True,0.0,tier_b,B-04-17,97,basin,on,re
model,crossing,9.387131015734026,0.6019081895970513,145.65391894093102,port,,True,goal,False,False,76,105.42126757077732,-7.019220054900031,6,1,0,0,3,0.6025067544188909,0.3397512015339266,0.0,0.0,0.5233429273185742,0.514872779926311,0.6895294627970426,1.0682287627053917,0.6949659833686305,0,,False,crossing,19,1.0,True,0.0,tier_b,B-04-18,98,basin,on,re
model,crossing,9.411203164528796,0.3524520422006777,228.384296632726,starboard,,True,collision:target,True,True,16,-348.6834183631245,-40.89456488487277,15,0,0,0,5,7.0684799121476205,0.0,0.0,0.0,1.3123531821648968,0.4014224802969334,0.5575343538975983,1.5649163464748934,0.2545647057832005,0,,False,crossing,15,0.0,False,0.0,tier_b,B-04-19,99,basin,on,re
model,crossing,9.200706279714865,0.2580893191785541,231.7080280272063,starboard,,True,collision:target,True,True,17,-315.2819128156041,-9.935846561806146,1,2,0,0,4,0.290330586607427,0.5310630681854009,0.0,0.0,1.3044328823514773,0.4406910538215448,0.5890053056121899,1.6410176549081583,0.4192974520400575,0,,False,crossing,10,0.0,False,0.0,tier_b,B-05-00,100,basin,on,nc
model,crossing,9.216210094803998,2.417752396114681,247.95272431710384,starboard,,True,goal,False,False,59,48.86155444929337,-17.697403510996743,3,15,0,0,4,0.3464824547187829,2.5583373611551674,0.0,0.0,0.7374545383157077,0.6705674707191124,0.9001754635840867,1.3844162905648252,2.1022671007287586,0,,False,crossing,15,0.0,False,0.0,tier_b,B-05-01,101,basin,on,nc
model,crossing,9.215623177051167,1.4873487938689045,105.2928310770994,port,,False,collision:target,True,True,19,-337.1090478458188,-32.468589071178044,10,6,0,0,1,5.45594038396474,0.9120929744030228,0.0,0.0,0.2104053216128038,0.48196078528187,0.7511981671059574,1.5949930743225424,0.6888746741881563,0,,False,crossing,17,1.0,True,0.0,tier_b,B-05-02,102,basin,on,nc
model,crossing,9.213270431695069,0.3553567901759372,252.88143754819663,starboard,,True,collision:target,True,True,17,-315.1178073202491,-12.397519062690542,4,1,0,0,2,1.3265883451815563,0.4349724648941985,0.0,0.0,0.8172873450701228,0.458049530592283,0.5592721669386914,1.3327925365478677,0.2518723459899563,0,,False,crossing,16,0.0,False,0.0,tier_b,B-05-03,103,basin,on,nc
model,crossing,9.211809026931432,0.9515372231990188,160.45417521803344,port,,False,collision:target,True,True,15,-314.4103292163546,-5.445482204458712,2,0,0,0,5,0.1721848555834463,0.0,0.0,0.0,1.0207038154045898,0.4118417333376358,0.5458130810772475,1.826483717975852,0.1514947056368052,0,,False,crossing,13,1.0,True,0.0,tier_b,B-05-04,104,basin,on,nc
model,crossing,9.21839401844697,1.8062505610752355,104.4884246730779,port,,True,goal,False,False,62,65.9234868300137,-0.7099929054726034,1,0,0,0,1,0.059693023411235,0.0,0.0,0.0,0.0921138754637754,0.6543783450988764,0.8447712985307751,3.3056395903431253,2.0846912354398173,0,,False,crossing,13,1.0,True,0.0,tier_b,B-05-05,105,basin,on,nc
model,crossing,9.200720800350496,2.127250002349644,226.01222781833783,starboard,,True,collision:target,True,True,21,-315.7648930204484,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.458578944011847,0.6326170563257594,1.3546466246995337,0.8002653479215699,0,,False,never,0,0.0,False,0.0,tier_b,B-05-06,106,basin,on,nc
model,crossing,9.215286445654044,0.8117411341797673,81.47856525673441,port,,True,goal,False,False,70,59.042192587792414,-6.704326201847958,0,1,0,0,2,0.0,0.6932632680627056,0.0,0.0,0.727260672208348,0.5792304554156114,0.8362678868690597,2.1986867871221243,2.219357441698884,0,,False,crossing,15,1.0,True,0.0,tier_b,B-05-07,107,basin,on,nc
model,crossing,9.2263960669926,1.6819854812629311,284.8234292978913,starboard,,True,goal,False,False,70,58.70131835471901,-7.132750167362032,10,0,0,0,2,1.1899760448597518,0.0,0.0,0.0,0.276081943401391,0.5537918846804657,0.906365484959308,3.0448832446715337,0.4515144297166349,0,,False,crossing,19,0.0,False,0.0,tier_b,B-05-08,108,basin,on,nc
model,crossing,9.32008951347376,1.135129196971054,143.31966161417364,port,,False,collision:target,True,True,17,-311.6749710055445,-5.142140544622672,0,2,0,0,4,0.0,0.0572427074802175,0.0,0.0,1.079730920576799,0.4007305487498439,0.5610565572122554,1.8558631476731515,0.3636159523687217,0,,False,crossing,15,1.0,True,0.0,tier_b,B-05-09,109,basin,on,nc
model,crossing,9.385721352234496,1.101512207539723,157.86281711377936,port,,False,collision:target,True,True,21,-329.16643603864577,-20.376197552182383,7,0,0,0,15,0.4161484969559277,0.0,0.0,0.0,4.070280553833452,0.3929588714496412,0.5463570370674327,1.8492888377438648,0.1164398525457371,0,,False,crossing,19,1.0,True,0.0,tier_b,B-05-10,110,basin,on,nc
model,crossing,9.224280439849588,2.007293642915143,279.44608599744123,starboard,,True,goal,False,False,80,-30.38820516941485,-33.890306586354114,17,0,0,0,2,6.658029376754294,0.0,0.0,0.0,0.2073469269823018,0.4925941684575058,0.7055457454635891,2.7209096322340187,1.322207552350167,0,,False,crossing,20,0.0,False,0.0,tier_b,B-05-11,111,basin,on,nc
model,crossing,9.242440755971442,0.8191370874231221,80.80910659952784,port,,False,collision:target,True,True,12,-314.58951407016906,-21.461388046012114,1,6,0,0,4,0.0030141818594326,2.8918321724097225,0.0,0.0,1.5848663538621766,0.515589878155713,0.6027693817665345,1.6284086850276862,0.1696935290408807,0,,False,crossing,9,1.0,True,0.0,tier_b,B-05-12,112,basin,on,nc
model,crossing,9.200734089771071,2.42791685748975,77.60170120950792,port,,True,goal,False,False,73,25.606445635832277,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5650503305478057,0.7351629896123927,4.482868154578558,2.517248851186291,0,,False,crossing,15,1.0,True,0.0,tier_b,B-05-13,113,basin,on,nc
model,crossing,9.201922042439248,1.7448573110820975,97.9733263243578,port,,True,goal,False,False,71,120.5716517799594,-1.332911168562526,0,0,0,0,2,0.0,0.0,0.0,0.0,0.2962024819027835,0.5368659832319851,0.6667974440967414,3.087912865422291,0.7198867595322419,0,,False,crossing,12,1.0,True,0.0,tier_b,B-05-14,114,basin,on,nc
model,crossing,9.210289614228753,1.3646181904166412,240.4950166344852,starboard,,True,collision:target,True,True,16,-303.784733111847,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5073835150580153,0.6607737544453002,1.3532968089551092,0.5950450543256389,0,,False,never,0,0.0,False,0.0,tier_b,B-05-15,115,basin,on,nc
model,crossing,9.202557876894945,0.8775763774858016,205.4572338903664,starboard,,False,goal,False,False,63,29.728985962748865,-56.34180540871282,20,17,0,0,6,9.674514246274208,0.6275518397483718,0.0,0.0,1.1881285073113454,0.6205417052329835,0.8277667665805302,2.199625796327815,1.6551137421188993,0,,False,crossing,20,0.0,False,0.0,tier_b,B-05-16,116,basin,on,nc
model,crossing,9.200007316122752,0.6831058562121795,131.93554503895228,port,,False,collision:target,True,True,18,-332.0920788871063,-30.543884643868488,11,4,0,0,2,5.153983273418919,0.3565231698190767,0.0,0.0,0.7259728332978672,0.4614618420557321,0.6334703914787809,1.7210008367315164,0.3164484775531202,0,,False,crossing,16,1.0,True,0.0,tier_b,B-05-17,117,basin,on,nc
model,crossing,9.22320668595492,0.4344433547543083,97.38973420096866,port,,True,collision:target,True,True,22,-323.9308554305949,-13.413183723764764,4,0,0,0,2,1.9556291438741304,0.0,0.0,0.0,0.8295154359084038,0.4411431177764243,0.6324583895660366,1.3374458891367895,0.2141204939326924,0,,False,crossing,4,1.0,True,0.0,tier_b,B-05-18,118,basin,on,nc
model,crossing,9.339982268508692,0.6058694525165631,90.87155766463692,port,,False,collision:target,True,True,21,-323.211133563108,-11.63519268896474,0,3,0,0,5,0.0,1.2045764199294615,0.0,0.0,1.2605643134030893,0.4187363360442286,0.5943652839018277,1.2817589259571494,0.3156860876824844,0,,False,crossing,18,1.0,True,0.0,tier_b,B-05-19,119,basin,on,nc
model,overtaking,9.217016676076229,0.7050661416026955,2.751896715549613,,,,goal,False,False,80,-74.67441447596252,-135.4521369316831,42,13,6,0,13,23.2436673887519,1.1595003549877518,1.3633796894950074,0.0,2.16628660399773,0.5325014772954644,0.695181568479323,2.302357839154528,2.2616847799162443,0,,False,overtaking,73,0.0,False,0.0,tier_b,B-06-00,120,basin,on,cv
model,overtaking,9.20839864947216,1.222686384166272,-8.618763366062442,,,,goal,False,False,93,9.02548629323188,-77.9981967933212,31,3,53,0,4,3.057182225625394,0.7112492590247728,16.06322797227306,0.0,0.3370756098044081,0.4077201266187777,0.8123806963703427,1.7140613516030774,0.3751489555114917,0,,False,overtaking,84,0.0,False,0.0,tier_b,B-06-01,121,basin,on,cv
model,overtaking,9.225440673837724,0.9165861617121268,-6.456878945402444,,,,goal,False,False,65,-1.5716564817041814,-69.63993981063271,48,1,0,0,0,14.029840463383202,0.0388342458355272,0.0,0.0,0.0,0.6033835194349555,0.6982078324760778,3.0418353613579376,1.4647974915177764,0,,False,overtaking,53,0.0,False,0.0,tier_b,B-06-02,122,basin,on,cv
model,overtaking,9.329409704326867,0.7067123366219907,8.906828243136012,,,,goal,False,False,68,29.96961144925585,-63.29631583188673,37,0,0,0,2,12.753226696587054,0.0,0.0,0.0,0.0372985963957298,0.5855282633978179,0.702611911288399,3.1753344318500702,1.8751199630720208,0,,False,overtaking,57,0.0,False,0.0,tier_b,B-06-03,123,basin,on,cv
model,overtaking,9.253937805212828,0.984205361322041,-3.263816162059692,,,,goal,False,False,118,-70.31964330174068,-71.52902588524654,32,1,50,0,2,4.824443008379359,0.0692754259440347,13.063674607757632,0.0,0.0613091216485057,0.3222918290987274,0.5500737445822278,2.983759199980457,0.2011275234144833,0,,False,overtaking,83,0.0,False,0.0,tier_b,B-06-04,124,basin,on,cv
model,overtaking,9.403333139407776,1.8835367064658048,-6.754171342172503,,,,goal,False,False,113,-64.97978267385282,-66.2497029679868,25,1,50,0,3,4.117475852455573,0.1077029630934276,12.464214716563257,0.0,0.1030877447536735,0.3396464230619292,0.5456679293901094,2.9037951167130407,0.5870037494359062,0,,False,overtaking,81,0.0,False,0.0,tier_b,B-06-05,125,basin,on,cv
model,overtaking,9.312453564977488,0.466128049541149,-7.085673200637763,,,,goal,False,False,124,-371.6613318816805,-105.98543045062708,50,6,1,0,2,19.6968118655282,1.2912586061532654,0.2151493514867903,0.0,0.2948030793364594,0.3276253381219423,0.6966490242135047,2.3930470361761147,2.477107688510332,3,"8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 1.97 m, TCPA 3.4 s) | 8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 2.36 m, TCPA 0.3 s) | 8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 2.30 m, TCPA 0.6 s)",False,overtaking,61,0.0,False,0.0,tier_b,B-06-06,126,basin,on,cv
model,overtaking,9.200000666897902,0.5433941009058441,-8.662780220701272,,,,goal,False,False,75,-40.14649481043942,-115.91632140185584,53,20,0,0,3,20.67389650619173,2.495865060628679,0.0,0.0,0.272444810243284,0.5661683917127645,0.7180904591179555,2.1560300804860844,2.460664673626654,0,,False,overtaking,69,0.0,False,0.0,tier_b,B-06-07,127,basin,on,cv
model,overtaking,9.220235851911836,0.3446039038499784,8.41519054387767,,,,goal,False,False,105,13.869610933322662,-25.461869930188406,23,0,18,0,0,1.695041884368066,0.0,4.742059056268466,0.0,0.0,0.3582676819131872,0.5430867946364094,3.523157657072544,0.3311580479834147,0,,False,overtaking,65,0.0,False,0.0,tier_b,B-06-08,128,basin,on,cv
model,overtaking,9.227401620536057,1.7604500606651974,6.019718404961015,,,,collision:boundary,True,False,100,-637.5893903743853,-125.7320807254088,47,6,2,0,25,22.177787719022472,0.389976056718104,0.35500478139557,0.0,2.831918404993097,0.517545003845677,0.6589605670209613,2.260318080129598,2.619758023158558,0,,False,overtaking,70,0.0,False,0.0,tier_b,B-06-09,129,basin,on,cv
model,overtaking,9.288292197368149,0.244835954932981,6.581433309724179,,,,goal,False,False,72,-1.6523337332658343,-84.54752310201388,38,1,1,0,1,16.876368626804712,0.0124976824046364,0.2608371825436422,0.0,0.0019157809489989,0.5672082135934031,0.6861836504801574,3.008069288265024,2.212524838547423,0,,False,overtaking,57,0.0,False,0.0,tier_b,B-06-10,130,basin,on,cv
model,overtaking,9.4714229725623,0.30574369011869,-7.374418842022461,,,,goal,False,False,68,17.86091431041484,-70.61808980949914,41,6,0,0,1,13.830659065324438,0.3912462886414822,0.0,0.0,0.0488129571928588,0.6020301387359293,0.6796972976729306,2.9316969370736685,2.253665631267681,0,,False,overtaking,62,0.0,False,0.0,tier_b,B-06-11,131,basin,on,cv
model,overtaking,9.43892060411972,1.5253415474808054,-1.7605355360611323,,,,goal,False,False,126,-75.3097704524278,-35.17705586311294,14,1,36,0,0,0.5293703073153468,0.0066781887911461,9.03433772427383,0.0,0.0,0.3094295098109004,0.5427664506226428,3.731558627844143,0.4463775735452449,0,,False,overtaking,75,0.0,False,0.0,tier_b,B-06-12,132,basin,on,cv
model,overtaking,9.356925374869007,0.945243983198403,-3.711880853278407,,,,goal,False,False,103,-125.50322257068254,-75.93804482428773,30,20,0,0,11,12.159213354877531,2.6333335719502817,0.0,0.0,0.6033194525533423,0.3882301733382747,0.6943510499270787,2.053608269232891,1.8595503700594345,2,"8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 1.94 m, TCPA 3.0 s) | 8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 1.58 m, TCPA 3.4 s)",False,overtaking,44,0.0,False,0.0,tier_b,B-06-13,133,basin,on,cv
model,overtaking,9.201705291610567,0.0481633001633654,6.838357024498219,,,,goal,False,False,113,-34.92971964892449,-27.93517503677527,16,0,35,0,0,0.489961898288132,0.0,7.086073233402506,0.0,0.0,0.3351731527403926,0.5433352758823378,3.584168669818759,0.676191251030039,0,,False,overtaking,79,0.0,False,0.0,tier_b,B-06-14,134,basin,on,cv
model,overtaking,9.200315756528903,1.098197584734694,3.3987834475205663,,,,goal,False,False,64,-15.148932353094168,-104.07230132402093,38,2,0,0,4,20.88338013269257,0.0080382412362894,0.0,0.0,0.1466178606828928,0.5984799007061817,0.7062431408004417,2.808784400135073,1.4252592937660973,0,,False,overtaking,47,0.0,False,0.0,tier_b,B-06-15,135,basin,on,cv
model,overtaking,9.209977053368092,0.4648958433520493,5.615825607046434,,,,goal,False,False,67,53.13693284100097,-40.44250127359557,25,0,2,0,1,7.679099424735344,0.0,0.5129463164698729,0.0,0.1298560848586806,0.587405397330461,0.6807968933425778,3.5041282284394515,2.0578374258399146,0,,False,overtaking,45,0.0,False,0.0,tier_b,B-06-16,136,basin,on,cv
model,overtaking,9.293443319164194,0.7501591541669446,3.6811135241780217,,,,goal,False,False,77,-95.0897060206134,-113.38041408561872,56,11,0,0,3,19.67026496291523,3.2837049714187168,0.0,0.0,0.02617929720229,0.511422162258566,0.7186747909358464,2.174308243766006,1.8982804754074196,1,"8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 2.49 m, TCPA 1.8 s)",False,overtaking,67,0.0,False,0.0,tier_b,B-06-17,137,basin,on,cv
model,overtaking,9.261088593327411,0.3967794023411553,0.942094834672746,,,,goal,False,False,65,30.23016965867791,-62.302492006564016,26,0,0,0,1,12.502168558772771,0.0,0.0,0.0,0.0926128090308406,0.6237894008279455,0.6989236628086944,3.1087998704418043,2.0022011600043403,0,,False,overtaking,43,0.0,False,0.0,tier_b,B-06-18,138,basin,on,cv
model,overtaking,9.226408642497487,1.4114137494770642,-6.5337083014531245,,,,goal,False,False,64,95.35342739910097,-10.348295843187566,27,0,0,0,0,2.0905648168055686,0.0,0.0,0.0,0.0,0.6123421910601126,0.7025660689772921,4.1544985343277805,1.881759048236418,0,,False,overtaking,36,0.0,False,0.0,tier_b,B-06-19,139,basin,on,cv
model,overtaking,9.237318635066163,0.6955108624999942,8.502895358359591,,,,collision:boundary,True,False,129,-631.3612922530435,-60.19880681181432,32,2,12,0,11,8.831312166644244,0.0971433402064733,3.135075439832812,0.0,1.0481512154455903,0.3508013661587955,0.5654509758103452,2.317926367987062,1.6814920504553037,1,"8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 1.95 m, TCPA 3.7 s)",False,overtaking,81,0.0,False,0.0,tier_b,B-07-00,140,basin,on,re
model,overtaking,9.20862851148156,1.8700119096817152,-7.244673280696084,,,,goal,False,False,59,112.08418740824632,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6658119816861661,0.7442572083053941,4.076895336748519,1.8111788214698576,0,,False,never,0,0.0,False,0.0,tier_b,B-07-01,141,basin,on,re
model,overtaking,9.202335923999566,0.3265016702521537,4.755399329358097,,,,goal,False,False,69,-34.36928959632438,-115.52830433778465,45,0,0,0,1,23.23994116560324,0.0,0.0,0.0,0.1090212373441529,0.6084035773800478,0.7015619122350393,3.620487372535988,2.675418950227592,0,,False,overtaking,59,0.0,False,0.0,tier_b,B-07-02,142,basin,on,re
model,overtaking,9.293015255899276,0.9710119403809374,-4.649419898074171,,,,goal,False,False,123,-418.1682882611968,-66.5323571613443,46,2,7,0,9,12.397539517369736,0.0115551358712525,0.6605439725342102,0.0,0.6065289614840514,0.3624283471089387,0.7025850412237804,2.395161475264669,2.9720489903908422,2,"8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 2.14 m, TCPA 1.7 s) | 8(e) in extremis: overtaking, compliant alteration inadmissible (DCPA 2.32 m, TCPA 3.3 s)",False,overtaking,66,0.0,False,0.0,tier_b,B-07-03,143,basin,on,re
model,overtaking,9.283208573028874,0.590858996109658,2.166140678298074,,,,goal,False,False,97,-86.25406544490494,-129.01340862594526,39,12,19,0,16,18.15343661407929,2.536073132880887,3.98449871975882,0.0,3.334856119853999,0.4681414558720844,0.6480939107131403,1.8173667022459137,1.759399970103493,0,,False,overtaking,82,0.0,False,0.0,tier_b,B-07-04,144,basin,on,re
