width,bend,has_bend,dcpa_drawn,offset_frac,spawn_off_centre,outcome,collided_target,steps,min_range,lat_at_min,snaps,first_snap_step,max_jump,max_dh,coll_within_3s_of_snap,frac_not_head_on_near,clamp,policy,idx
7.05134805667386,5.253220796585083,False,1.8903711810709838,0.2402799145861965,2.047424130861616,goal,False,69,2.0890925095364112,-2.0886878102552346,0,,0.0,0.0,False,1.0,on,follower,47
6.522868575224217,13.322453498840332,False,0.660787727619307,-0.07790998302950011,2.775181935994418,collision:target,True,22,1.8706572996411137,-0.19103841911924174,1,0.0,2.7568348713310242,20.218757847017827,False,1.0,on,follower,48
7.0,-4.9761759547219375,False,0.37413948972481004,0.2614786597960627,0.5265476536745171,collision:target,True,35,1.8366792652503687,-0.11682480495906832,0,,0.0,0.0,False,0.0,on,follower,49
6.887353774179502,21.617038249969482,True,0.8568397995754622,0.2119228017218523,2.5122129871111047,collision:target,True,31,1.878189105662669,-0.6737472373523262,0,,0.0,0.0,False,0.8571428571428572,on,follower,50
6.999999999999998,7.9177772998809814,False,1.3472959214865994,0.1106670748556778,1.2564277891946267,goal,False,67,1.3400750653788593,-1.3398022169112855,35,60.0,0.6840544545537717,2.102916476671737,False,0.8666666666666667,on,follower,51
6.956251567340164,-13.322453498840332,False,0.04001909622158317,-0.10071937986940316,0.24893884124725998,collision:target,True,22,1.8316784550678815,0.27980631276673024,0,,0.0,0.0,False,0.09999999999999998,on,follower,52
6.880366501462503,-16.062408685684204,False,0.8918293425608059,0.019123959235535268,0.8445629317310855,goal,False,71,0.9677945910065676,0.9060321124068761,86,53.0,2.4032678063003554,9.675304524381744,False,0.64,on,follower,53
7.007752794195478,21.617038249969482,True,1.3391572103818132,0.3,0.763071530821151,goal,False,68,1.3833234850472864,1.3827975540745636,10,59.0,3.249760555200549,6.129921017876228,False,0.7586206896551724,on,follower,54
6.897383111679649,-9.245457058804845,False,1.3960193236397112,0.19971112737063357,0.03286080424149009,goal,False,68,1.1169824243404602,-1.1055049088897047,77,52.0,0.14971674201411583,5.689630874863781,False,0.7931034482758621,on,follower,55
6.999999999999999,21.617038249969482,True,1.8290081990792668,0.11979964498546779,2.3208749152255645,goal,False,68,1.8455053168095163,1.837921415118969,48,58.0,2.0758254905821723,1.2835473317020956,False,1.0,on,follower,56
7.004979381018484,-24.43147301673889,True,0.3852504113926303,-0.013329980841127687,2.149081141602398,collision:target,True,30,1.924124400467737,0.4980463015188822,0,,0.0,0.0,False,0.07692307692307687,on,follower,57
7.113532737929641,-12.579800621547006,False,0.6135191627434522,0.2429982697362038,2.9305807751197985,goal,False,68,0.9744064479556779,0.9714767229017709,0,,0.0,0.0,False,0.6666666666666667,on,follower,58
6.999999999999999,21.617038249969482,True,0.14137351270705856,-0.1248821710963407,2.491319907390909,collision:target,True,26,1.890920155530789,-0.349469058168578,0,,0.0,0.0,False,0.6428571428571428,on,follower,59
8.071942986584375,3.595296311034113,False,1.1610102603999974,0.13992918412351865,2.9293931245385814,goal,False,67,1.168199833656145,1.1341799019754129,62,54.0,0.5198608946722786,8.108435344955922,False,1.0,on,follower,60
7.999999999999998,-13.322453498840332,False,0.5309420280403896,-0.015742392875975175,2.3081979540205775,collision:target,True,28,1.5745345970968287,0.6791718734932216,0,,0.0,0.0,False,0.23076923076923073,on,follower,61
7.999999999999998,0.0,False,1.0548264325212529,0.3,1.0667678011754353,goal,False,87,0.7716731841762909,-0.7613204172457718,170,53.0,1.0942186342823466,6.665474474892335,False,0.9,on,follower,62
7.999999999999998,0.0,False,0.03670725630003924,0.2069063688023984,2.035787151440009,collision:target,True,25,1.820776613222264,0.16666133170156544,0,,0.0,0.0,False,0.0,on,follower,63
7.065114472677336,0.0,False,0.7870190103627532,0.202885344932914,1.8861367209077287,collision:target,True,29,1.4727317068549308,-0.7333854427905667,0,,0.0,0.0,False,0.7058823529411764,on,follower,64
