policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,scenario
wrong_way,head_on,7.958885684444756,0.5220743990799206,173.00682712496027,,,collision:boundary,True,False,108,-586.0459592452294,-53.499814085534624,14,0,25,0,7,4.625653407430966,0.0,7.637440814377401,0.0,0.6906761748872683,0.5089485773725572,0.5580318232465658,2.498122071850691,0,,False,head_on,25,0.0,False,0.0,11
wrong_way,crossing,9.556232149411287,0.23519249649824908,258.40989345087365,starboard,,collision:target,True,True,22,-394.59744424082294,-109.11153628064432,9,20,0,0,20,4.467125751887366,9.03142310366726,0.0,0.0,9.398604321255311,0.521887033472037,0.5573501625469612,1.2497182032995213,0,,False,crossing,20,0.0,False,0.0,12
wrong_way,crossing,5.7479461611789,1.333675450454277,114.37929260507168,port,,collision:target,True,True,19,-280.58779171535167,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5539272534159202,0.5578085634175971,1.404648834398822,0,,False,never,0,0.0,False,0.0,13
wrong_way,crossing,7.111260720178818,1.9159006827859524,210.17026842970967,starboard,,goal,False,False,72,120.9895065863505,-12.430692371195725,8,8,0,0,0,2.450084211626543,0.0611667724534015,0.0,0.0,0.0,0.5266674085570533,0.5572583526848081,2.396684719133828,0,,False,crossing,12,0.0,False,0.0,14
wrong_way,crossing,7.777153961253272,0.2905126269988878,94.18057896264564,port,,collision:target,True,True,30,-376.242847155523,-91.54652001189301,12,23,0,0,23,4.611013169218575,8.026977826559826,0.0,0.0,6.441881018397765,0.524435500865774,0.5597989320959823,1.5599027791519073,0,,False,crossing,23,1.0,True,0.0,15
wrong_way,crossing,9.472351939506785,0.02908361676498966,91.03611382454581,port,,collision:target,True,True,31,-404.970549271213,-117.9189620617559,16,23,0,0,22,7.819682583396893,11.484894270644752,0.0,0.0,5.212300992917303,0.5225785348571158,0.5577424381101519,1.507043176155877,0,,False,crossing,26,1.0,True,0.0,16
wrong_way,crossing,6.791254452278463,1.3867036468224696,202.19120555738766,starboard,,goal,False,False,71,80.96156522926779,-33.67574266345467,9,9,0,0,15,2.989748546825989,0.11323929491007168,0.0,0.0,4.070211743746928,0.5343606359202849,0.5576976817533756,2.1647299947615752,0,,False,crossing,15,0.0,False,0.0,17
wrong_way,crossing,7.618572716555467,0.2983096088221926,73.39891847527933,port,,collision:target,True,True,19,-357.20775828615245,-68.05963970877538,9,8,0,0,17,5.4365515329726515,4.0576846090761896,0.0,0.0,4.680704623474138,0.5223795615399321,0.5749801171906118,0.991583558900452,0,,False,crossing,17,1.0,True,0.0,18
wrong_way,crossing,8.61263148724731,1.063209475296138,68.91040871652827,port,,collision:target,True,True,22,-379.7217983825569,-92.81878138890383,9,20,0,0,20,4.395912443906928,7.829757391709151,0.0,0.0,7.178159045023164,0.5172283752863688,0.55802646072397,1.3837058268769309,0,,False,crossing,20,1.0,True,0.0,19
wrong_way,crossing,7.715636756725871,0.015920309608921934,125.05212011493529,port,,collision:target,True,True,15,-349.0800803999836,-62.41129867065872,9,8,0,0,12,4.958308504789676,1.3528716884694767,0.0,0.0,6.926879269783534,0.5272929728727039,0.5602131379106087,1.229085339563519,0,,False,crossing,12,1.0,True,0.0,20
wrong_way,crossing,7.643066319700785,0.9005926304107195,232.04698227358332,starboard,,collision:target,True,True,16,-321.9941558687811,-34.386981140835154,9,14,0,0,2,4.464951922375572,2.4724790203813134,0.0,0.0,0.010377327597461895,0.5368360575576027,0.5583654737770893,1.580096026175814,0,,False,crossing,15,0.0,False,0.0,21
wrong_way,crossing,7.958885684444756,2.3471367729985007,99.26568482874778,port,,collision:target,True,True,24,-311.41984628017156,-19.307822902182917,10,0,0,0,9,3.052920228016572,0.0,0.0,0.0,0.9324150607779744,0.5351934087254006,0.5600228426543354,1.5960520530297408,0,,False,crossing,20,1.0,True,0.0,22
wrong_way,crossing,8.919597231476935,2.22514847495875,94.45670133270548,port,,goal,False,False,70,118.48815287472814,-24.868756215483916,8,10,0,0,7,2.982900304521398,1.068900312856442,0.0,0.0,1.0694095909919126,0.5418548774949322,0.5582951214492413,2.9534502805894376,0,,False,crossing,13,1.0,True,0.0,23
wrong_way,overtaking,9.556232149411287,0.16856401487441053,10.868192576999832,,,collision:boundary,True,False,107,-934.3127762366598,-55.43132779041246,18,1,30,0,4,5.089850744521711,0.014621253346398345,8.26991655771749,0.0,0.0872203984849692,0.4950872502547041,0.5574761059513698,2.878924557590882,0,,False,overtaking,32,0.0,False,0.0,24
wrong_way,overtaking,5.7479461611789,1.2248627607666025,-16.93834482636391,,,collision:boundary,True,False,29,-339.4244356454759,-22.550636951666014,8,0,16,0,0,1.9658708777320828,0.0,3.560993363025611,0.0,0.0,0.5259360026511143,0.5624310310566242,4.796770393672838,0,,False,overtaking,23,0.0,False,0.0,25
wrong_way,overtaking,7.111260720178818,1.545817447677813,3.7007841951845677,,,collision:boundary,True,False,38,-452.5835767853963,-54.66780541634797,17,0,29,0,7,4.504281370196841,0.0,8.666039224656489,0.0,0.26086031669116533,0.5303249443142003,0.5575654252902562,3.133836891237349,0,,False,overtaking,35,0.0,False,0.0,26
wrong_way,overtaking,9.924433511599638,0.5577780141895179,11.720631678627527,,,collision:target,True,True,98,-1162.5266456293234,-36.13001369223873,16,0,23,0,0,4.028021827332799,0.0,4.497584901928157,0.0,0.0,0.5134098027019628,0.5598211305413853,1.473149214343752,0,,False,overtaking,34,0.0,False,0.0,27
wrong_way,overtaking,7.777153961253272,1.5401458527507434,7.176268164230322,,,goal,False,False,84,-562.0429360734063,-14.19565440705119,10,2,15,0,0,1.059115967670711,0.08812229693463483,2.3657847214596472,0.0,0.0,0.5004296968617903,0.5591832065610497,2.6918329846352735,0,,False,overtaking,22,0.0,False,0.0,28
wrong_way,overtaking,9.472351939506785,0.6293837659105992,10.760110377370978,,,collision:boundary,True,False,123,-634.2911032613797,-22.775028333967853,8,5,14,0,0,2.07062125427729,0.18294952271739284,3.2277369410678274,0.0,0.0,0.48820127169761607,0.5576128037205543,1.6894368523502987,0,,False,overtaking,34,0.0,False,0.0,29
wrong_way,overtaking,6.791254452278463,1.9286740819227624,7.381996928413358,,,goal,False,False,79,-38.98958551750316,-18.875454693069667,7,2,13,0,0,1.204736954310421,0.015791296512745072,3.5649555143041667,0.0,0.0,0.5072751814851284,0.5574812195117844,3.3213934934933413,0,,False,overtaking,22,0.0,False,0.0,30
wrong_way,overtaking,7.618572716555467,0.80683254823558,-26.65182120749268,,,collision:boundary,True,False,114,-917.8568349898804,-41.165565747295304,14,0,28,0,5,3.498847511733216,0.0,6.194711644929037,0.0,0.3434019205491882,0.5103769857895472,0.5693271108498733,3.2175533781737675,0,,False,overtaking,29,0.0,False,0.0,31
wrong_way,overtaking,8.61263148724731,0.5951515892589716,-22.89682838569677,,,collision:boundary,True,False,108,-1126.7636457803412,-45.31406116694628,15,0,29,0,2,3.5951036692174476,0.0,7.6342334622735235,0.0,0.007790564474495519,0.5011618025936347,0.5573325206232917,3.027666790848502,0,,False,overtaking,29,0.0,False,0.0,32
wrong_way,overtaking,7.715636756725871,0.48053457069092276,-33.48340197482355,,,goal,False,False,70,120.31087216317725,-25.39164149192943,7,1,9,0,4,2.675690329348044,0.5770491334418705,2.456831516633726,0.0,0.09910837583065228,0.5402492591339642,0.5725585587924003,1.7119790766317486,0,,False,overtaking,10,0.0,False,0.0,33
wrong_way,overtaking,7.643066319700785,1.4565110359186628,-15.877261576857428,,,collision:boundary,True,False,41,-366.63955165093125,-25.529940386473037,13,0,27,0,0,2.439634580150084,0.0,3.7371525596472557,0.0,0.0,0.530131811950682,0.5577128000248335,3.7522794390284266,0,,False,overtaking,28,0.0,False,0.0,34
wrong_way,overtaking,7.958885684444756,0.20003527248455244,23.442474700345457,,,collision:boundary,True,False,114,-1280.0298051001218,-30.69481463008002,14,5,24,0,2,3.0865238378891804,0.35012072298055863,3.7885227028289594,0.0,0.009942738575679618,0.5072104011288764,0.5680624155727851,2.5526045062615097,0,,False,overtaking,29,0.0,False,0.0,35
wrong_way,being_overtaken,9.556232149411287,1.92980163272497,-35.482184391358615,,False,collision:target,True,True,10,-299.78121325548983,-9.910930693051844,0,0,0,4,0,0.0,0.0,0.0,2.447143381000455,0.0,0.5245842357553985,0.5569323376762263,1.8191153662582127,0,,False,being_overtaken,8,0.0,False,0.0,36
wrong_way,being_overtaken,5.7479461611789,1.2685701234754871,-4.975120506914713,,False,collision:target,True,True,16,-303.32487110761434,-14.327244728053511,0,0,0,7,0,0.0,0.0,0.0,3.53759129087741,0.0,0.5202406990472681,0.558239831057879,0.9821268149752531,0,,False,being_overtaken,15,0.0,False,0.0,37
wrong_way,being_overtaken,7.111260720178818,0.5943612042954601,11.74966659039302,,True,collision:boundary,True,False,73,-355.62531696819326,-26.120763649344934,0,1,3,10,2,0.0,0.033944938317750306,1.117694908175633,5.3482471099222435,0.05969638667882328,0.5368306206303898,0.5593211388487241,1.6753774424096701,0,,False,being_overtaken,20,0.0,False,0.0,38
wrong_way,being_overtaken,9.924433511599638,0.247382364945814,2.173404297588206,,True,goal,False,False,73,105.13654350856407,-25.082411488573374,0,0,3,8,3,0.0,0.0,1.0942344973301918,4.791762496617087,0.3858953748634399,0.5213547111802715,0.5571351031491147,1.5303398770563368,0,,False,being_overtaken,18,0.0,False,0.0,39
wrong_way,being_overtaken,7.777153961253272,1.1352069073367477,-20.99286861655304,,False,collision:target,True,True,13,-304.8975120826205,-15.61188560533665,0,0,0,6,0,0.0,0.0,0.0,3.854786569218925,0.0,0.5263183815264846,0.5579197321294505,1.7630035473282972,0,,False,being_overtaken,11,0.0,False,0.0,40
wrong_way,being_overtaken,9.472351939506785,0.33829237792301214,-9.672518700272335,,True,collision:target,True,True,13,-296.75577801519984,-9.27545975318155,0,0,0,5,0,0.0,0.0,0.0,2.29023697609421,0.0,0.5453636308266672,0.5577276632206498,1.8800461142894376,0,,False,being_overtaken,11,0.0,False,0.0,41
wrong_way,being_overtaken,6.791254452278463,1.4553176893876154,8.612014291766783,,False,collision:target,True,True,11,-289.3727017202495,-0.5432459557287164,0,0,0,3,0,0.0,0.0,0.0,0.13413480388363366,0.0,0.5395317436313423,0.5578572745810693,1.808348134120033,0,,False,being_overtaken,9,0.0,False,0.0,42
wrong_way,being_overtaken,7.618572716555467,0.0524706874686347,-13.038802994098347,,True,collision:target,True,True,13,-303.1955840624522,-14.21185239690534,0,0,0,4,0,0.0,0.0,0.0,3.5090993572605775,0.0,0.5351233739818624,0.5581355527898708,1.3117500492322665,0,,False,being_overtaken,12,0.0,False,0.0,43
wrong_way,being_overtaken,8.61263148724731,0.3303938638096535,-12.938720162676333,,True,collision:target,True,True,15,-313.6353081683226,-25.776772086899268,0,0,0,7,0,0.0,0.0,0.0,6.3646350831850045,0.0,0.5359734270007747,0.5580077385391942,1.149676271872754,0,,False,being_overtaken,14,0.0,False,0.0,44
wrong_way,being_overtaken,7.715636756725871,1.0153730961261043,-20.115703048698954,,False,collision:target,True,True,15,-302.6014632600984,-15.62346453526611,0,0,0,7,0,0.0,0.0,0.0,3.8576455642632377,0.0,0.5366492288822361,0.5592118600361123,1.6175250903300935,0,,False,being_overtaken,13,0.0,False,0.0,45
wrong_way,being_overtaken,7.643066319700785,1.428419899787731,30.035851887711317,,False,collision:target,True,True,13,-306.1892099085517,-17.340756966678985,0,0,0,5,0,0.0,0.0,0.0,4.281668386834317,0.0,0.5143753914957017,0.5579226638858188,1.7319764973601577,0,,False,being_overtaken,11,0.0,False,0.0,46
wrong_way,being_overtaken,7.958885684444756,1.2954947425930026,13.360187385941856,,False,collision:target,True,True,12,-290.5416081048433,-2.170068652584419,0,0,0,3,0,0.0,0.0,0.0,0.5358194203912146,0.0,0.5333363698762894,0.5581024724298835,1.8080856109264805,0,,False,being_overtaken,10,0.0,False,0.0,47
wrong_way,null,9.556232149411287,7.415079221008671,3.2202052079999497,,,goal,False,False,69,170.14770999399104,-7.1305291234835035,2,0,3,0,3,0.2673587007450779,0.0,0.5152587451020632,0.0,0.8782604605395423,0.541929174590157,0.557215453268749,4.862181381737439,0,,False,overtaking,4,0.0,False,0.0,48
wrong_way,null,7.111260720178818,8.273866545950307,-13.430990414865116,,,goal,False,False,68,173.61759991243545,-9.657450671558344,0,1,3,0,3,0.0,0.8250148609119659,0.5460381311780655,0.0,0.8017532972895725,0.5548415063728626,0.5579941683373266,4.702859518712366,0,,False,overtaking,3,0.0,False,0.0,49
wrong_way,null,9.924433511599638,8.480442251715623,-7.349722634774217,,,goal,False,False,68,172.37459307865242,-6.450036277470508,1,1,4,0,0,0.2287977268182438,0.2992615417016965,1.0655952495268899,0.0,0.0,0.5511701167308739,0.5579600596001368,4.928056950272465,0,,False,overtaking,4,0.0,False,0.0,50
wrong_way,null,7.777153961253272,8.19210853540256,1.5450735276472507,,,goal,False,False,68,173.12192215945413,-8.957907331470132,2,0,5,0,4,0.6374624431271607,0.0,1.16750180822932,0.0,0.3554359396366962,0.5572652294461818,0.5586246441793747,4.666583527562415,0,,False,overtaking,5,0.0,False,0.0,51
wrong_way,null,9.472351939506785,9.833754847651186,-7.881894193512018,,,goal,False,False,67,177.11626166432129,-4.101280772957679,1,0,2,0,3,0.29969141030431573,0.0,0.23686839126594134,0.0,0.39224046297642823,0.5616151797798359,0.5640071557932842,4.783810962957829,0,,False,overtaking,4,0.0,False,0.0,52
wrong_way,null,7.618572716555467,5.737909351285462,19.269421523256625,,,goal,False,False,67,176.57664102421023,-6.788098221519704,1,0,4,0,4,0.20149077727141387,0.0,0.266271823375932,0.0,1.0738089577495222,0.5575073761098529,0.5581516832419999,4.8764919433268865,0,,False,overtaking,4,0.0,False,0.0,53
wrong_way,null,8.61263148724731,4.994217003827502,-2.2541536120884516,,,goal,False,False,68,173.79837489146118,-7.698847064613173,1,1,4,0,3,0.23911270098132628,0.30460670975996434,1.1523744276483177,0.0,0.19086400931329806,0.5564099678019776,0.5596491084135025,4.883619778098378,0,,False,overtaking,4,0.0,False,0.0,54
wrong_way,null,7.715636756725871,10.985401796677808,11.51508315874964,,,goal,False,False,69,174.10120763127293,-2.2534722032201215,1,0,1,0,2,0.28026100049469754,0.0,0.022856132826235283,0.0,0.1741995939104271,0.543795659130723,0.5575025757615211,4.826785519935486,0,,False,overtaking,4,0.0,False,0.0,55
wrong_way,null,7.643066319700785,9.246526787441258,17.067746299587732,,,goal,False,False,69,168.12506916870643,-7.6776148328516,2,1,3,0,3,0.6874718940954487,0.1503998272817842,0.8057206623046669,0.0,0.13990120616388801,0.5451715397502027,0.5578001340230037,4.9501059882236,0,,False,overtaking,5,0.0,False,0.0,56
wrong_way,null,7.958885684444756,5.9745539334029605,12.504257237913222,,,goal,False,False,69,166.98731137345368,-10.159036985293326,1,1,4,0,4,0.21883778449550012,0.7759263680133238,0.5302481114976909,0.0,0.7391247175517686,0.5426205072449581,0.5572710041158868,4.836056400144191,0,,False,overtaking,4,0.0,False,0.0,57
wrong_way,null,8.919597231476935,3.3691456368695802,-6.754235357595295,,,goal,False,False,68,175.05174839699316,-6.476921116667257,1,2,4,0,2,0.22680245350367167,0.14579991199640785,1.1555681011006604,0.0,0.10499872077321912,0.5566282530715657,0.5599769722855257,4.821126079525997,0,,False,overtaking,4,0.0,False,0.0,58
wrong_way,null,6.8745535936065325,8.528906801734072,-14.670613064706771,,,goal,False,False,68,173.89182904769896,-8.175113523118556,1,2,0,0,4,0.25652550503930993,0.7253472835518501,0.0,0.0,0.7366318265760696,0.5514843786922374,0.5577890440509781,4.8193720727516025,0,,False,overtaking,4,0.0,False,0.0,59
